tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id 
2023-01-20,P081,Fırın,Ev Aletleri,374.83,19,7121.77,5456
2023-02-12,P097,Fırın,Mutfak Ürünleri,976.73,11,10744.03,2818
2024-05-25,P003,Su Şişesi,Elektronik,829.94,4,3319.76,7237
2023-08-15,P076,Mouse,Mutfak Ürünleri,77.25,8,618.0,8154
2023-03-02,P055,Çanta,Kozmetik,60.0,7,420.0,7355
2023-03-10,P016,Kulaklık,Ev Aletleri,1102.01,18,19836.18,7675
2024-02-14,P084,Fırın,Giyim,1430.03,5,7150.15,4213
2023-03-15,P024,Mouse,Kırtasiye,403.24,16,6451.84,8289
2024-04-18,P045,Telefon,Mutfak Ürünleri,849.95,10,8499.5,1745
2024-04-10,P023,Kulaklık,Kozmetik,1124.33,16,17989.28,7188
2023-04-06,P085,Kalem,Ev Aletleri,1207.52,19,22942.88,2337
2022-12-29,P024,Defter,Elektronik,192.86,8,1542.88,1966
2023-08-21,P095,Su Şişesi,Giyim,1114.03,9,10026.27,7446
2024-03-10,P005,Telefon,Mutfak Ürünleri,1441.16,11,15852.76,5303
2023-06-14,P100,Defter,Kozmetik,873.74,4,3494.96,3479
2022-12-31,P073,Defter,Mutfak Ürünleri,1276.47,11,14041.17,3305
2023-04-02,P016,Klima,Giyim,1343.71,17,22843.07,4902
2024-07-28,P011,Fırın,Giyim,434.29,17,7382.93,8340
2023-02-15,P036,Telefon,Ev Aletleri,1378.66,1,1378.66,8927
2023-02-04,P079,Kalem,Ev Aletleri,700.6,2,1401.2,2182
2023-02-28,P061,Kalem,Kırtasiye,1087.43,10,10874.3,8070
2022-12-28,P054,Çanta,Mutfak Ürünleri,1278.19,15,19172.85,3570
2023-06-20,P014,Telefon,Kozmetik,1034.4,9,9309.6,2443
2023-04-28,P071,Telefon,Kırtasiye,407.4,10,4074.0,6169
2024-03-24,P042,Defter,Ev Aletleri,22.79,2,45.58,8586
2022-11-16,P056,Mouse,Kırtasiye,1236.88,12,14842.56,1348
2024-07-09,P044,Su Şişesi,Mutfak Ürünleri,1494.69,18,26904.42,5205
2023-12-30,P031,Telefon,Ev Aletleri,1398.81,6,8392.86,8206
2023-07-26,P011,Çanta,Mutfak Ürünleri,1019.76,11,11217.36,8941
2023-10-09,P018,Defter,Elektronik,428.78,16,6860.48,7950
2023-01-25,P040,Klima,Giyim,397.64,6,2385.84,3084
2023-03-08,P061,Kulaklık,Mutfak Ürünleri,388.16,19,7375.040000000001,4783
2023-09-13,P023,Klima,Giyim,1028.47,8,8227.76,3977
2024-08-23,P090,Klima,Elektronik,477.4,4,1909.6,4446
2023-06-20,P029,Su Şişesi,Kırtasiye,1166.88,6,7001.280000000001,2741
2024-08-10,P063,Su Şişesi,Kırtasiye,140.76,13,1829.88,7497
2023-03-24,P007,Fırın,Kozmetik,644.24,11,7086.64,1480
2023-11-19,P049,Mouse,Ev Aletleri,1467.72,3,4403.16,9461
2023-05-19,P020,Kulaklık,Kırtasiye,638.79,9,5749.11,7656
2023-02-09,P017,Çanta,Kırtasiye,626.09,7,4382.63,1730
2022-11-17,P049,Kalem,Ev Aletleri,586.09,2,1172.18,7528
2023-07-25,P061,Mouse,Mutfak Ürünleri,403.13,16,6450.08,9222
2022-12-04,P083,Kulaklık,Ev Aletleri,913.3,18,16439.399999999998,2530
2023-05-14,P024,Klima,Kozmetik,543.39,13,7064.07,6771
2024-03-29,P014,Çanta,Mutfak Ürünleri,595.21,18,10713.78,5887
2023-06-16,P086,Telefon,Elektronik,1394.51,6,8367.06,5202
2024-08-27,P035,Klima,Mutfak Ürünleri,1067.94,13,13883.22,8421
2023-03-20,P073,Bilgisayar,Giyim,65.28,4,261.12,1293
2023-01-24,P047,Defter,Kozmetik,1217.08,6,7302.48,8389
2024-07-01,P066,Defter,Mutfak Ürünleri,623.39,9,5610.51,8268
2023-11-25,P024,Kulaklık,Kırtasiye,802.34,16,12837.44,8542
2024-10-17,P044,Telefon,Ev Aletleri,1145.99,17,19481.83,6772
2023-01-04,P002,Fırın,Mutfak Ürünleri,128.29,12,1539.48,8855
2024-06-16,P029,Bilgisayar,Ev Aletleri,62.32,15,934.8,8057
2024-04-03,P088,Çanta,Ev Aletleri,1044.27,6,6265.62,9083
2023-07-16,P069,Defter,Kozmetik,1081.72,11,11898.92,5583
2023-12-20,P033,Kalem,Mutfak Ürünleri,83.46,17,1418.82,5931
2023-04-23,P094,Mouse,Giyim,967.38,7,6771.66,1013
2024-03-30,P020,Çanta,Mutfak Ürünleri,1448.42,3,4345.26,8126
2023-01-12,P062,Defter,Ev Aletleri,1254.57,11,13800.27,3645
2023-08-22,P034,Kalem,Elektronik,890.2,17,15133.4,5011
2024-08-10,P051,Su Şişesi,Kozmetik,1118.31,5,5591.549999999999,6735
2024-07-05,P002,Defter,Kozmetik,835.08,9,7515.72,2460
2024-07-30,P082,Klima,Elektronik,822.59,2,1645.18,5540
2023-02-21,P004,Kalem,Ev Aletleri,784.53,7,5491.71,9413
2023-09-06,P089,Fırın,Mutfak Ürünleri,271.72,10,2717.2000000000003,4894
2024-02-06,P079,Çanta,Elektronik,570.72,7,3995.04,6581
2023-10-09,P070,Çanta,Kozmetik,1272.8,9,11455.2,9907
2024-02-03,P020,Defter,Giyim,775.33,9,6977.97,7410
2023-03-30,P087,Bilgisayar,Kozmetik,1105.48,10,11054.8,8381
2022-11-14,P077,Bilgisayar,Kırtasiye,303.19,2,606.38,1131
2023-04-21,P080,Fırın,Kozmetik,507.94,18,9142.92,4743
2023-11-01,P068,Kulaklık,Elektronik,289.11,19,5493.09,1924
2022-11-22,P090,Kulaklık,Kırtasiye,536.43,19,10192.169999999998,1753
2023-07-28,P054,Bilgisayar,Kırtasiye,255.66,14,3579.24,9958
2024-07-18,P053,Defter,Kozmetik,1373.41,7,9613.87,5363
2024-07-04,P014,Kalem,Elektronik,376.32,5,1881.6,3990
2023-05-25,P096,Kulaklık,Kırtasiye,203.5,2,407.0,1157
2024-04-19,P023,Telefon,Giyim,1156.15,15,17342.25,2845
2023-10-05,P013,Fırın,Mutfak Ürünleri,568.18,1,568.18,3887
2023-12-20,P016,Defter,Ev Aletleri,1004.84,4,4019.36,4979
2024-11-03,P006,Klima,Elektronik,161.96,14,2267.44,5531
2023-11-26,P100,Defter,Ev Aletleri,1047.74,8,8381.92,7684
2023-01-05,P047,Klima,Kırtasiye,316.01,13,4108.13,4928
2023-07-31,P090,Kalem,Elektronik,147.17,13,1913.21,4867
2024-09-08,P071,Su Şişesi,Ev Aletleri,547.69,1,547.69,5897
2023-01-28,P081,Bilgisayar,Ev Aletleri,1325.63,18,23861.340000000004,4921
2024-01-29,P061,Bilgisayar,Ev Aletleri,381.27,16,6100.32,9869
2024-07-06,P048,Kalem,Ev Aletleri,1044.96,16,16719.36,8003
2024-08-13,P032,Çanta,Ev Aletleri,1380.28,19,26225.32,3158
2023-04-04,P058,Defter,Giyim,491.43,5,2457.15,9271
2023-02-01,P027,Mouse,Ev Aletleri,565.35,10,5653.5,2348
2024-02-24,P079,Fırın,Mutfak Ürünleri,745.34,7,5217.38,8158
2024-08-28,P001,Kalem,Kırtasiye,882.2,12,10586.4,2424
2024-08-14,P050,Mouse,Mutfak Ürünleri,106.02,17,1802.34,6735
2023-06-08,P012,Telefon,Mutfak Ürünleri,722.63,5,3613.15,5129
2024-04-04,P013,Mouse,Giyim,406.35,15,6095.25,1696
2024-07-14,P026,Fırın,Kırtasiye,1409.23,4,5636.92,1680
2023-04-11,P012,Kulaklık,Kırtasiye,608.84,13,7914.92,5931
2024-03-13,P010,Bilgisayar,Giyim,1302.71,19,24751.49,9342
2024-07-16,P072,Çanta,Kırtasiye,1087.24,4,4348.96,8733
2022-11-21,P012,Klima,Kozmetik,944.93,14,13229.02,9274
2023-12-08,P030,Defter,Kırtasiye,1073.03,5,5365.15,2253
2024-03-22,P040,Fırın,Mutfak Ürünleri,612.39,4,2449.56,5944
2023-02-12,P003,Su Şişesi,Elektronik,122.21,13,1588.73,8168
2023-02-28,P057,Su Şişesi,Giyim,979.88,9,8818.92,2167
2023-02-04,P001,Fırın,Mutfak Ürünleri,984.46,5,4922.3,1828
2024-07-10,P017,Su Şişesi,Mutfak Ürünleri,429.14,12,5149.68,6589
2023-08-02,P035,Bilgisayar,Giyim,769.7,19,14624.3,1608
2024-05-06,P003,Defter,Elektronik,1211.78,11,13329.58,8144
2023-09-08,P045,Mouse,Ev Aletleri,748.18,14,10474.52,6920
2024-01-22,P013,Mouse,Elektronik,24.0,8,192.0,4131
2024-10-24,P098,Su Şişesi,Mutfak Ürünleri,1167.74,2,2335.48,5643
2024-09-21,P040,Klima,Ev Aletleri,460.53,7,3223.71,3139
2023-06-20,P008,Su Şişesi,Ev Aletleri,815.49,3,2446.4700000000003,7232
2023-03-27,P067,Kalem,Kırtasiye,1448.41,1,1448.41,6721
2023-07-17,P029,Kulaklık,Elektronik,17.34,19,329.46,2128
2024-03-10,P056,Klima,Kozmetik,1326.33,5,6631.65,2674
2024-07-09,P093,Telefon,Mutfak Ürünleri,853.98,13,11101.74,2033
2022-12-01,P048,Kalem,Kırtasiye,687.14,15,10307.1,9579
2024-09-05,P014,Su Şişesi,Ev Aletleri,764.52,5,3822.6,7757
2024-02-19,P087,Telefon,Ev Aletleri,359.21,2,718.42,8685
2024-05-15,P012,Çanta,Ev Aletleri,1399.65,15,20994.75,5861
2023-05-26,P046,Çanta,Giyim,1353.06,14,18942.84,4209
2023-09-13,P038,Çanta,Giyim,1283.96,14,17975.440000000002,5245
2022-12-14,P074,Defter,Kırtasiye,1194.47,19,22694.93,7913
2023-02-22,P051,Çanta,Kırtasiye,1300.41,16,20806.56,6209
2023-01-22,P095,Defter,Mutfak Ürünleri,1129.7,18,20334.6,1620
2024-03-05,P071,Telefon,Elektronik,1324.84,17,22522.28,5450
2024-08-11,P007,Kalem,Elektronik,115.74,18,2083.32,5602
2024-02-18,P061,Mouse,Giyim,424.06,18,7633.08,7877
2024-03-10,P052,Bilgisayar,Elektronik,1076.43,14,15070.02,4701
2024-09-10,P033,Çanta,Kozmetik,866.52,6,5199.12,1465
2024-07-13,P061,Kulaklık,Kozmetik,1300.3,1,1300.3,5049
2022-12-27,P015,Mouse,Mutfak Ürünleri,126.49,18,2276.82,7424
2023-03-11,P045,Telefon,Kozmetik,481.73,1,481.73,7156
2024-05-27,P042,Defter,Kozmetik,1180.62,4,4722.48,9565
2024-08-19,P073,Su Şişesi,Ev Aletleri,65.81,14,921.34,3838
2022-11-24,P093,Su Şişesi,Kırtasiye,496.57,16,7945.12,7443
2024-05-09,P044,Su Şişesi,Kozmetik,610.14,11,6711.54,5993
2023-09-29,P054,Bilgisayar,Ev Aletleri,705.74,14,9880.36,1061
2023-08-31,P064,Defter,Giyim,154.54,19,2936.26,6869
2022-12-17,P034,Mouse,Ev Aletleri,1434.78,14,20086.92,6874
2024-04-27,P014,Kalem,Kırtasiye,1448.96,14,20285.44,1184
2024-05-04,P056,Mouse,Ev Aletleri,865.69,5,4328.450000000001,4339
2024-02-20,P081,Su Şişesi,Elektronik,611.27,10,6112.7,3351
2023-10-17,P096,Klima,Kırtasiye,194.62,18,3503.16,3707
2024-02-17,P049,Klima,Ev Aletleri,1128.28,15,16924.2,9892
2023-02-03,P018,Fırın,Mutfak Ürünleri,12.9,10,129.0,7228
2023-11-23,P022,Su Şişesi,Kırtasiye,1191.19,15,17867.850000000002,8919
2023-06-01,P086,Su Şişesi,Elektronik,273.78,9,2464.0199999999995,1903
2024-06-24,P051,Fırın,Kozmetik,1110.43,17,18877.31,2699
2024-04-09,P052,Mouse,Kozmetik,361.6,1,361.6,6223
2023-09-15,P057,Defter,Mutfak Ürünleri,1075.07,15,16126.05,9838
2023-05-26,P015,Defter,Kırtasiye,103.87,8,830.96,3152
2024-08-01,P015,Defter,Giyim,952.34,2,1904.68,3139
2024-08-23,P058,Bilgisayar,Giyim,1357.56,16,21720.96,3142
2024-08-02,P025,Kalem,Elektronik,295.8,1,295.8,9731
2023-03-10,P029,Çanta,Giyim,374.32,4,1497.28,7675
2024-10-19,P088,Kulaklık,Kırtasiye,1300.76,9,11706.84,6108
2024-05-06,P013,Defter,Kırtasiye,1344.76,2,2689.52,7677
2023-02-13,P091,Telefon,Mutfak Ürünleri,212.94,3,638.8199999999999,4673
2023-02-05,P002,Bilgisayar,Ev Aletleri,224.7,6,1348.1999999999998,4071
2023-01-13,P047,Çanta,Kırtasiye,292.24,11,3214.6400000000003,6914
2023-12-17,P096,Çanta,Giyim,229.58,10,2295.8,4698
2024-04-16,P034,Bilgisayar,Giyim,825.46,17,14032.82,1150
2023-03-02,P004,Mouse,Kozmetik,1413.61,19,26858.59,4882
2023-02-16,P081,Kalem,Elektronik,1202.39,13,15631.070000000002,4429
2023-09-15,P074,Defter,Ev Aletleri,1407.8,9,12670.2,8678
2024-04-24,P043,Fırın,Mutfak Ürünleri,923.81,11,10161.91,2312
2022-11-23,P027,Çanta,Mutfak Ürünleri,70.1,16,1121.6,3042
2023-06-25,P022,Telefon,Kırtasiye,119.31,14,1670.34,2803
2024-05-24,P006,Mouse,Giyim,68.92,14,964.88,6165
2023-10-23,P042,Klima,Kozmetik,920.06,16,14720.96,5477
2022-12-18,P067,Klima,Giyim,1345.53,3,4036.59,7225
2023-01-25,P088,Çanta,Kozmetik,94.72,12,1136.64,8057
2023-06-01,P064,Su Şişesi,Elektronik,330.09,1,330.09,5746
2023-04-06,P005,Defter,Mutfak Ürünleri,388.95,1,388.95,3346
2023-07-12,P037,Fırın,Kozmetik,231.72,5,1158.6,2414
2023-01-02,P070,Su Şişesi,Ev Aletleri,431.0,8,3448.0,7799
2023-11-18,P088,Su Şişesi,Kozmetik,292.09,11,3212.99,1901
2023-10-19,P063,Fırın,Kozmetik,1071.22,18,19281.96,9674
2024-04-26,P022,Klima,Mutfak Ürünleri,1330.73,10,13307.3,4869
2023-10-16,P026,Defter,Kozmetik,661.64,15,9924.6,8676
2024-05-24,P052,Kulaklık,Mutfak Ürünleri,316.37,6,1898.22,4212
2024-03-25,P056,Fırın,Elektronik,456.42,11,5020.62,7745
2023-12-21,P049,Klima,Ev Aletleri,1357.11,1,1357.11,6006
2024-05-03,P096,Su Şişesi,Giyim,769.84,11,8468.24,2129
2023-03-09,P068,Kalem,Kozmetik,535.21,12,6422.52,1731
2022-12-12,P012,Kulaklık,Kozmetik,896.26,16,14340.16,9592
2023-02-13,P032,Su Şişesi,Giyim,893.95,4,3575.8,7062
2023-05-19,P071,Bilgisayar,Kozmetik,481.4,15,7221.0,4081
2023-07-21,P069,Kalem,Giyim,253.41,4,1013.64,9301
2024-04-21,P060,Çanta,Mutfak Ürünleri,1293.72,18,23286.96,5874
2024-08-11,P069,Bilgisayar,Kırtasiye,887.76,11,9765.36,7720
2023-07-03,P037,Kalem,Kozmetik,584.47,7,4091.29,3999
2024-09-16,P026,Fırın,Elektronik,267.07,2,534.14,4018
2023-02-22,P024,Su Şişesi,Giyim,98.75,17,1678.75,9479
2024-06-19,P095,Defter,Kozmetik,1489.01,10,14890.1,1006
2024-02-21,P015,Defter,Kırtasiye,746.63,19,14185.97,4468
2023-06-24,P077,Defter,Ev Aletleri,1016.84,19,19319.96,2722
2023-11-10,P037,Defter,Mutfak Ürünleri,509.81,4,2039.24,6095
2024-07-27,P040,Fırın,Mutfak Ürünleri,679.05,5,3395.25,1553
2024-06-16,P019,Çanta,Kozmetik,8.36,7,58.52,4777
2023-05-16,P072,Kalem,Kozmetik,501.28,18,9023.04,5174
2023-03-18,P020,Çanta,Kozmetik,943.54,11,10378.94,3742
2024-05-16,P022,Fırın,Elektronik,628.68,1,628.68,9006
2023-01-18,P029,Çanta,Kırtasiye,1266.65,18,22799.7,2131
2024-04-09,P009,Kulaklık,Elektronik,261.53,8,2092.24,7870
2024-08-16,P008,Klima,Kozmetik,804.54,6,4827.24,3237
2024-06-25,P030,Çanta,Kozmetik,49.68,1,49.68,6646
2024-03-27,P028,Mouse,Elektronik,136.86,16,2189.76,1004
2023-05-11,P062,Defter,Kırtasiye,165.8,8,1326.4,8368
2023-11-20,P070,Kulaklık,Kırtasiye,138.22,14,1935.08,2777
2023-04-22,P054,Bilgisayar,Giyim,253.51,17,4309.67,7440
2023-12-22,P083,Mouse,Kozmetik,1478.19,17,25129.23,7390
2023-04-10,P099,Çanta,Mutfak Ürünleri,1132.05,18,20376.9,1078
2023-03-22,P100,Bilgisayar,Kozmetik,913.23,3,2739.69,7901
2023-08-09,P009,Mouse,Mutfak Ürünleri,1139.61,12,13675.32,1322
2024-06-30,P027,Klima,Giyim,467.44,2,934.88,9354
2024-04-15,P004,Kulaklık,Elektronik,1470.25,11,16172.75,2036
2024-01-24,P047,Klima,Kozmetik,970.41,10,9704.1,7232
2024-04-22,P042,Defter,Elektronik,845.41,15,12681.15,2690
2022-11-30,P009,Mouse,Ev Aletleri,626.64,16,10026.24,6428
2024-03-12,P058,Kulaklık,Ev Aletleri,152.34,2,304.68,4298
2023-04-11,P055,Kulaklık,Giyim,749.03,8,5992.24,3343
2024-02-28,P093,Bilgisayar,Kozmetik,620.93,4,2483.72,8180
2023-06-07,P009,Su Şişesi,Kozmetik,135.21,16,2163.36,4414
2024-04-02,P061,Kulaklık,Ev Aletleri,508.62,2,1017.24,5563
2023-06-03,P051,Kulaklık,Ev Aletleri,1084.5,2,2169.0,7255
2024-02-13,P099,Defter,Ev Aletleri,904.62,17,15378.54,6987
2024-07-29,P040,Telefon,Giyim,88.68,9,798.1200000000001,9462
2022-12-31,P040,Kalem,Mutfak Ürünleri,21.35,12,256.20000000000005,8262
2024-02-11,P034,Bilgisayar,Mutfak Ürünleri,1324.41,11,14568.51,9481
2024-01-28,P087,Fırın,Kozmetik,717.68,14,10047.52,1899
2023-04-12,P073,Kalem,Mutfak Ürünleri,509.37,16,8149.92,6026
2022-12-27,P001,Kulaklık,Giyim,881.48,13,11459.24,7780
2023-08-03,P049,Defter,Kozmetik,717.68,19,13635.919999999998,8755
2023-05-17,P037,Mouse,Giyim,657.48,6,3944.88,3069
2022-12-08,P083,Kulaklık,Elektronik,508.52,9,4576.68,1543
2024-09-10,P002,Mouse,Ev Aletleri,1062.21,7,7435.47,1119
2023-04-10,P072,Kulaklık,Ev Aletleri,630.49,11,6935.39,7305
2023-01-25,P078,Kulaklık,Ev Aletleri,1275.12,16,20401.92,9354
2023-05-28,P099,Defter,Kozmetik,1020.46,13,13265.98,2832
2023-04-01,P042,Su Şişesi,Kozmetik,1062.23,7,7435.610000000001,9575
2024-09-12,P027,Su Şişesi,Kırtasiye,457.71,16,7323.36,1071
2024-07-05,P023,Kalem,Giyim,1401.07,5,7005.349999999999,2766
2024-02-10,P054,Mouse,Giyim,403.75,13,5248.75,3749
2023-12-12,P024,Kalem,Ev Aletleri,812.91,16,13006.56,6451
2024-08-07,P031,Kalem,Mutfak Ürünleri,1131.64,3,3394.92,7104
2022-12-04,P027,Kulaklık,Kozmetik,1301.73,9,11715.57,8679
2023-07-26,P017,Kulaklık,Ev Aletleri,358.81,3,1076.43,3934
2023-09-13,P088,Defter,Kozmetik,667.51,9,6007.59,5131
2024-03-19,P040,Mouse,Giyim,270.5,13,3516.5,6255
2023-03-22,P045,Kalem,Kırtasiye,514.51,5,2572.55,7110
2023-09-21,P095,Kulaklık,Kozmetik,954.56,3,2863.68,7960
2023-12-15,P004,Çanta,Kozmetik,1015.67,8,8125.36,7082
2023-03-28,P072,Kalem,Mutfak Ürünleri,351.07,6,2106.42,6512
2024-01-30,P047,Çanta,Giyim,1427.63,7,9993.41,8631
2023-11-04,P011,Su Şişesi,Giyim,957.34,10,9573.4,1127
2024-05-01,P020,Mouse,Mutfak Ürünleri,756.57,6,4539.42,2372
2024-10-12,P016,Mouse,Giyim,1313.61,12,15763.32,1606
2023-11-10,P055,Fırın,Mutfak Ürünleri,1320.77,14,18490.78,5348
2024-09-21,P035,Telefon,Elektronik,1425.38,16,22806.08,6892
2022-12-29,P074,Mouse,Mutfak Ürünleri,1196.22,14,16747.08,2041
2023-04-09,P042,Su Şişesi,Giyim,1164.88,17,19802.960000000003,9305
2023-08-20,P084,Bilgisayar,Mutfak Ürünleri,131.92,7,923.44,8490
2023-11-17,P032,Çanta,Mutfak Ürünleri,810.74,7,5675.18,6928
2024-06-21,P027,Su Şişesi,Kozmetik,223.16,6,1338.96,1602
2024-05-25,P091,Defter,Kozmetik,778.84,7,5451.88,5017
2024-01-17,P007,Telefon,Giyim,450.03,1,450.03,7441
2024-06-27,P097,Telefon,Mutfak Ürünleri,501.96,6,3011.76,8924
2024-01-03,P074,Telefon,Elektronik,558.27,5,2791.35,2887
2023-03-12,P069,Kulaklık,Kırtasiye,924.56,8,7396.48,6420
2023-04-24,P025,Bilgisayar,Ev Aletleri,1082.99,6,6497.9400000000005,2443
2023-01-10,P024,Su Şişesi,Mutfak Ürünleri,200.05,1,200.05,7933
2024-06-25,P029,Bilgisayar,Kozmetik,255.9,2,511.8,2394
2023-12-06,P086,Fırın,Elektronik,376.81,8,3014.48,9870
2024-06-09,P093,Çanta,Kırtasiye,505.99,2,1011.98,2963
2022-12-09,P024,Klima,Giyim,717.13,7,5019.91,2318
2024-05-27,P050,Bilgisayar,Giyim,509.74,1,509.74,1901
2023-04-06,P021,Bilgisayar,Giyim,814.86,18,14667.48,6588
2023-12-02,P047,Defter,Elektronik,193.83,5,969.15,6431
2023-10-04,P073,Kulaklık,Elektronik,1287.4,9,11586.6,8522
2023-09-23,P016,Su Şişesi,Giyim,1460.39,13,18985.07,4866
2024-06-19,P083,Çanta,Mutfak Ürünleri,1096.7,12,13160.4,2273
2023-03-17,P002,Kalem,Elektronik,1463.57,16,23417.12,1168
2023-09-30,P019,Bilgisayar,Kozmetik,1035.43,8,8283.44,4362
2024-09-14,P062,Kalem,Giyim,1043.4,4,4173.6,6831
2023-10-10,P008,Defter,Kozmetik,1384.17,6,8305.02,9258
2023-07-18,P072,Su Şişesi,Kozmetik,937.94,5,4689.700000000001,9541
2023-03-08,P079,Çanta,Giyim,1489.83,13,19367.79,9081
2024-01-16,P098,Fırın,Kırtasiye,214.55,19,4076.45,2814
2024-05-25,P021,Telefon,Giyim,1125.75,12,13509.0,7920
2023-04-01,P090,Fırın,Mutfak Ürünleri,108.42,7,758.94,8440
2023-02-10,P037,Kulaklık,Giyim,46.7,16,747.2,6550
2023-06-11,P046,Kalem,Ev Aletleri,892.19,8,7137.52,9149
2024-05-22,P087,Çanta,Mutfak Ürünleri,871.39,12,10456.68,3175
2022-12-08,P094,Kulaklık,Ev Aletleri,610.15,5,3050.75,1908
2023-11-24,P058,Çanta,Kırtasiye,1061.35,10,10613.5,6873
2024-01-24,P012,Kulaklık,Giyim,627.0,19,11913.0,3175
2024-04-20,P036,Çanta,Giyim,363.26,2,726.52,6143
2024-10-27,P007,Kulaklık,Elektronik,410.06,1,410.06,1325
2023-12-17,P002,Kulaklık,Kırtasiye,123.98,5,619.9,5911
2024-08-05,P054,Mouse,Ev Aletleri,285.85,9,2572.65,5916
2024-10-27,P011,Bilgisayar,Giyim,1369.56,8,10956.48,9686
2024-02-09,P006,Defter,Kırtasiye,178.71,6,1072.26,1981
2024-03-03,P099,Mouse,Kırtasiye,1319.57,17,22432.69,2132
2023-04-14,P004,Klima,Kozmetik,1387.06,19,26354.14,2206
2024-10-28,P020,Kulaklık,Kozmetik,986.74,12,11840.88,8102
2024-03-11,P079,Su Şişesi,Giyim,860.6,10,8606.0,6908
2024-01-21,P084,Çanta,Mutfak Ürünleri,1197.65,3,3592.9500000000003,6083
2024-05-13,P072,Defter,Mutfak Ürünleri,1210.02,3,3630.06,4434
2024-06-29,P086,Bilgisayar,Elektronik,501.72,8,4013.76,7435
2023-09-04,P022,Bilgisayar,Giyim,744.52,4,2978.08,4074
2023-11-19,P097,Kulaklık,Ev Aletleri,1228.92,15,18433.800000000003,7026
2024-04-16,P056,Mouse,Elektronik,5.41,11,59.510000000000005,1934
2024-11-05,P081,Su Şişesi,Elektronik,1182.1,9,10638.9,6108
2023-04-12,P068,Klima,Mutfak Ürünleri,157.4,14,2203.6,7529
2023-07-26,P050,Çanta,Kozmetik,45.15,13,586.9499999999999,3244
2024-04-22,P079,Defter,Ev Aletleri,978.09,18,17605.62,6274
2024-10-10,P079,Su Şişesi,Ev Aletleri,141.81,17,2410.77,5485
2023-01-21,P069,Klima,Giyim,37.32,16,597.12,5237
2023-02-07,P020,Çanta,Ev Aletleri,572.64,1,572.64,4591
2023-02-22,P062,Su Şişesi,Kırtasiye,1490.5,9,13414.5,2161
2023-10-23,P091,Klima,Elektronik,676.57,2,1353.14,6706
2024-03-05,P043,Kulaklık,Ev Aletleri,1474.47,14,20642.58,5125
2023-07-19,P004,Kalem,Ev Aletleri,748.86,10,7488.6,7309
2023-02-28,P025,Fırın,Kırtasiye,39.02,4,156.08,6828
2023-06-26,P040,Mouse,Kırtasiye,71.86,13,934.18,9769
2024-02-03,P020,Çanta,Ev Aletleri,1162.25,9,10460.25,7189
2024-03-17,P090,Telefon,Giyim,1035.87,1,1035.87,5452
2023-08-10,P046,Kalem,Kırtasiye,1204.65,5,6023.25,3061
2024-07-20,P069,Defter,Giyim,1455.74,18,26203.32,3594
2024-11-03,P047,Fırın,Kırtasiye,833.14,7,5831.98,3164
2024-05-25,P046,Fırın,Kırtasiye,1190.67,14,16669.38,9426
2023-02-06,P006,Klima,Ev Aletleri,1382.93,10,13829.3,3930
2024-08-07,P015,Çanta,Giyim,255.0,15,3825.0,6215
2023-05-18,P086,Fırın,Elektronik,674.06,6,4044.36,9348
2023-03-09,P089,Klima,Ev Aletleri,231.64,1,231.64,1856
2023-01-24,P020,Klima,Mutfak Ürünleri,355.55,2,711.1,8736
2022-11-20,P078,Çanta,Mutfak Ürünleri,1473.21,1,1473.21,3726
2023-05-04,P096,Su Şişesi,Giyim,1396.91,5,6984.55,7610
2023-08-24,P073,Defter,Elektronik,1414.79,6,8488.74,2165
2024-05-14,P023,Kalem,Kozmetik,1252.81,1,1252.81,5168
2024-02-28,P063,Kulaklık,Giyim,1245.49,5,6227.45,2726
2024-03-18,P077,Kalem,Giyim,1160.93,1,1160.93,3716
2024-07-12,P062,Defter,Ev Aletleri,1471.5,14,20601.0,8746
2022-11-27,P025,Defter,Mutfak Ürünleri,1321.06,14,18494.84,1403
2023-02-13,P027,Telefon,Mutfak Ürünleri,1314.45,6,7886.700000000001,8940
2023-06-02,P039,Su Şişesi,Giyim,18.56,11,204.16,8049
2023-12-02,P014,Çanta,Giyim,323.09,15,4846.349999999999,9502
2023-01-13,P093,Kalem,Elektronik,801.84,18,14433.12,2179
2023-10-19,P015,Klima,Giyim,22.66,8,181.28,2503
2023-07-23,P092,Fırın,Mutfak Ürünleri,548.54,19,10422.259999999998,4772
2024-05-24,P011,Çanta,Kozmetik,485.03,7,3395.21,1118
2023-03-14,P041,Defter,Kozmetik,214.24,13,2785.12,2685
2024-02-15,P049,Telefon,Ev Aletleri,1373.19,18,24717.42,5047
2022-12-24,P029,Fırın,Kırtasiye,489.9,2,979.8,9046
2023-09-05,P058,Çanta,Giyim,793.17,2,1586.34,4310
2024-05-19,P095,Kulaklık,Kozmetik,707.78,2,1415.56,1108
2024-08-01,P001,Mouse,Ev Aletleri,991.11,9,8919.99,1416
2024-02-19,P021,Bilgisayar,Kozmetik,954.91,15,14323.65,9874
2023-06-03,P057,Bilgisayar,Elektronik,947.31,1,947.31,4538
2023-09-30,P051,Kalem,Mutfak Ürünleri,477.94,12,5735.28,5446
2024-05-22,P017,Klima,Kırtasiye,175.35,19,3331.65,5956
2023-02-09,P055,Klima,Mutfak Ürünleri,626.99,9,5642.91,6428
